"title","ark"
"Paris journal ","cb32832578f"
"Bulletin de commerce","cb40147666r"
"Les Echos","cb32763277z"
"Journal des finances","cb327997344"
"L'Express du Loiret ","cb32772367w"
"Journal militaire","cb328016138"
"Le Lien ","cb34455254b"
"L'Auta ","cb34475573v"
"Le Sémaphore algérien ","cb32867183r"
"La Tribune du Libournais ","cb32881264q"
"Courrier de Marseille ","cb32750667t"
"Le Carnet de la semaine ","cb327376402"
"Le Moniteur des Pyrénées ","cb32819173w"
"Journal de St Jean","cb32798838j"
"Catalogue hebdomadaire ou Liste des livres","cb32737996h"
"Mülhauser Frauen Zeitung ","cb41947636b"
"L'Orient ","cb32830005c"
"L'Agent d'assurances ","cb32684056x"
"Le Courrier thermal de Bagnères de","cb327516808"
"L'Humanité ","cb327877275"
"Le Jour ","cb32796614h"
"L'Indépendant ","cb32789367s"
"L'Union républicaine ","cb32884598k"
"La Vie au grand air ","cb32888685g"
"Le Photographe ","cb34378357m"
"La Voix paysanne ","cb328918350"
"Feuilleton ","cb45131993h"
"Courrier de l'Algérie","cb32750305f"
"Le Progrès de Madagascar ","cb32844045s"
"Bulletin de la Convention nationale","cb328960517"
"L'Alerte ","cb326852917"
"Nouveau journal de Paris et des départemens ","cb32825661h"
"La Revue du Trésor ","cb34349169p"
"L'Impartial de Diégo Suarez ","cb327889180"
"L'Avenir ","cb327078838"
"Le Journal d'Hénin Liétard et du canton de Carvin ","cb32797009h"
"Mémorial d'Amiens et du département de la Somme","cb32813802v"
"Midi olympique ","cb344139915"
"Le Derby ","cb32756236w"
"L'Art pour tous ","cb327026616"
"L'Argus et le Vert vert réunis","cb32701825n"
"Moniteur de la Guyane française ","cb328187870"
"L'Avenir de Bougie ","cb327081242"
"Le Bel Abbèsien","cb327109325"
"La Démocratie ","cb327553943"
"Courrier extraordinaire","cb32751381s"
"Le Petit journal illustré ","cb328366671"
"Le Pays de Montbéliard ","cb34492562w"
"L'Employé ","cb32766548x"
"Les Jeunes d'Alsace ","cb34423547s"
"Le Travailleur normand ","cb32880343s"
"L'Algérie économique ","cb32685454k"
"Journal officiel du Soudan français","cb32802175p"
"Le Dimanche du Journal de Roubaix","cb327574898"
"Souk Ahras républicain","cb328711031"
"Les Romans illustrés ","cb328626639"
"L'Antijuif algérien ","cb32699807b"
"Le Roman ","cb328625782"
"L'Indépendant du Berry ","cb32789775h"
"Mercure de France ","cb328143183"
"Le Petit Montreuillois ","cb32837027c"
"Montmartre La Chapelle ","cb32820009j"
"La Pédiatrie pratique ","cb32834751f"
"La Plaine de Lens ","cb328401453"
"Le Publiciste ","cb38835331s"
"Le Petit Guelma ","cb32836476f"
"Le Panthéon de l'industrie ","cb32831811r"
"La Voix de la vérité ","cb345202133"
"Bulletin de la Société de législation comparée","cb345086607"
"Le Phare de Majunga ","cb328390762"
"L'Imprimerie ","cb32789129p"
"Force ouvrière ","cb34414914z"
"Sport et plein air ","cb34380462r"
"L'Orchestre ","cb328294988"
"La Vie mondaine à Nice ","cb32889161b"
"Al Mir'ate","cb32816680t"
"Le Petit Bordjien","cb32835762b"
"L'Écho du Midi ","cb327622573"
"Journal des débats de la Société des amis de la Constitution","cb327995128"
"Courrier d'Eure et","cb32750138v"
"L'Indochine républicaine","cb32790994c"
"L'Atlantique ","cb327062314"
"Les Romans inédits","cb328626650"
"Le Progrès de Seine ","cb32844101f"
"L'Ami du Roi","cb326916609"
"L'Écho de Rouen illustré ","cb32760988t"
"Dimanche illustré ","cb32757502n"
"La Tribune juive ","cb32881359d"
"Le Progrès de Bergerac et de la Dordogne ","cb42240715w"
"Le Courrier de St Nazaire ","cb32750778r"
"Le Journal général","cb32801338s"
"La Cloche d'argent ","cb32743499d"
"L'Echo des communes d'Alsace et de Lorraine ","cb344224776"
"Figaro ","cb344482258"
"Revue de l'instruction publique en France et dans les pays étrangers","cb328574167"
"Madagascar ","cb32810449p"
"Le Courrier de l'Europe ","cb327503779"
"L'Alsace française ","cb34440169p"
"Gringoire ","cb32784069f"
"L'Écho ","cb327595295"
"Bibliographie de la France ","cb34348270x"
"Le Petit Français illustré ","cb328364246"
"Le Drapeau tricolore ","cb401135468"
"Le Canard clermontois ","cb32736958q"
"Le Républicain ","cb32852208v"
"L'Éveil de Sétif","cb327715525"
"Feuille du commerce","cb327746703"
"Gazette des Ardennes","cb344103281"
"Informations sociales   Bureau international du travail ","cb32734523g"
"La Médecine nouvelle ","cb328127119"
"Bulletin de la Société entomologique de France","cb34349290s"
"Bulletin officiel des services des prix  ","cb344156460"
"Tous les sports ","cb34428609q"
"Le Nouveau journal ","cb328256380"
"Bulletin administratif de la Cochinchine","cb32716709j"
"The Menton ","cb32814192z"
"La Vie nouvelle ","cb344585704"
"Journal de l'enseignement ","cb32797696x"
"L'Éclipse ","cb32764192t"
"Le Vétéran ","cb328883771"
"Le Rideau artistique et littéraire ","cb32861911n"
"La Liberté des colonies ","cb444164385"
"La Défense ","cb343707313"
"Moniteur impérial de la Nouvelle Calédonie et dépendances","cb34536089f"
"Le Furet nîmois ","cb32779189b"
"Le Bulletin de Vouziers ","cb327254864"
"Journal des artistes ","cb391813444"
"Courrier de Rennes ","cb32750756f"
"Thermomètre du jour","cb32877381t"
"Le Petit Parisien","cb344191170"
"Carrefour ","cb32737764b"
"Zeitung der 10","cb41936825s"
"Les Nouvelles littéraires","cb328268096"
"La Joie de la maison ","cb327965116"
"L'Église libre ","cb32765514c"
"L'Effort algérien ","cb327653395"
"Le Moniteur des travaux de l'Algérie et de la Tunisie","cb328192270"
"Le Censeur des journaux","cb327384831"
"Le Patriote lorrain ","cb328341226"
"La Jeune garde ","cb327958186"
"Le Nouveau Salazien ","cb34544778f"
"La Griffe ","cb32784000g"
"Bulletin bi mensuel de l'Ecole Saint","cb327171977"
"Les Tablettes du soir","cb32875531b"
"Le Télégraphe ","cb32876528p"
"Le Journal général","cb328013394"
"L'Avenir provençal ","cb327089399"
"Revue du Cercle militaire ","cb328590336"
"L'Ami du clergé paroissial ","cb32691481q"
"Bulletin de la Société française de numismatique","cb34349293t"
"Les Tablettes marseillaises ","cb32875567b"
"L'Éclaireur des Pyrénées ","cb32764056p"
"Revue générale des chemins de fer  ","cb343492000"
"Le Miroir des spectacles","cb32816737z"
"Le Véloce sport ","cb32887197v"
"Supplément des Nouvelles ecclésiastiques","cb32874057d"
"Annales du Sénat et de la Chambre des députés","cb32694473t"
"Revue de l'industrie minérale ","cb343490969"
"Les Cahiers coloniaux ","cb34422485t"
"La Liberté ","cb32806693z"
"Oberelsässischer Volksfreund ","cb32827629h"
"La Voz de Espan^a","cb32892575n"
"Annonces","cb41319451h"
"Le Cri de Toulouse ","cb327523602"
"Journal officiel de la Martinique ","cb34418553q"
"Les Tablettes d'Avignon et de Provence ","cb32875481m"
"La Grande île","cb32783669v"
"Phuc Hu'ng","cb32839576f"
"Le Narrateur impartial ","cb32822087t"
"Le Messager du rentier ","cb32815148q"
"Le Messager de l'Ouest ","cb32814806g"
"Bulletin quotidien de la Chambre de commerce de Bamako","cb327329055"
"L'Athlétisme ","cb344216180"
"France Dahomey","cb32777570j"
"La Semaine religieuse du diocèse de Cambrai ","cb46640220b"
"La Semaine à Paris ","cb32866697k"
"La Réplique ","cb32851457c"
"L'Avenir républicain ","cb32708965v"
"Journal de Constantinople","cb32797343h"
"L'Intrépide ","cb34432896s"
"Journal universel ou Révolutions des royaumes","cb328024029"
"Supplément illustré du Petit comtois","cb34410582c"
"Basket ball ","cb34387729f"
"Paris ","cb328321263"
"Je suis partout ","cb34426873w"
"Ric et Rac ","cb328618659"
"La Renaissance ","cb34455255p"
"L'Économie ","cb32764707d"
"L'Avenir commercial ","cb327080223"
"Fillette ","cb32775265n"
"The Swiss ","cb32874475f"
"La Comédie ","cb327447686"
"L'Information sociale ","cb41951607h"
"Le Journal de Saigon ","cb32798815w"
"L'Assiette au beurre","cb327033728"
"Le Petit Havre illustré","cb32836503h"
"Il Risveglio italiano ","cb32862077b"
"L'Etincelle","cb327699989"
"Les Dimanches de la femme ","cb32757532k"
"Le Nouvelliste des Vosges illustré","cb328270991"
"L'Ami du peuple","cb32691640p"
"Journal de la Pointe à","cb32802232p"
"Affiches du Maine","cb32683257k"
"Revue et gazette des théâtres ","cb32859503n"
"Bulletin du Diocèse de Reims ","cb32727429s"
"Le Courrier français ","cb344299580"
"L'Echo de la Loire ","cb32760464f"
"Revue d'Egypte économique et financière","cb32856818s"
"Union africaine","cb32883007t"
"L'Éclaireur de Seine et","cb32764026r"
"L'Ancien combattant de l'Ardèche ","cb32692856v"
"La Fédération de la Seine ","cb32773489q"
"La Constitution ","cb32747559d"
"Sporting","cb328720030"
"La Terre de Bourgogne ","cb328768600"
"L'Information universitaire ","cb32791928t"
"Journal Officiel de la Côte française des Somalis","cb34495354f"
"Journal encyclopédique","cb32801259g"
"Revue des deux mondes ","cb32858360p"
"Les Temps nouveaux","cb343598941"
"An nahat ","cb328218257"
"Le Signal de Madagascar et dépendances ","cb328682222"
"Le Républicain de Loir et","cb328524448"
"L'Attaque ","cb32706292b"
"Journal des étrangers ","cb32799645h"
"Chantecler ","cb327400867"
"Armeezeitung Scholtz","cb41936819v"
"Archives du christianisme au XIXe siècle","cb32701372s"
"La Femme ","cb32773978f"
"À la page ","cb32680422r"
"Les Bons romans ","cb32714975d"
"D'r Schambadis ","cb32865427m"
"Le Tam tam ","cb32875752v"
"La Science et la vie  ","cb328658898"
"L'Éveil économique de l'Indochine ","cb327716099"
"Journal des chambres de commerce ","cb32799339r"
"Le Sportsman ","cb32872188g"
"Le Courrier de Mostaganem","cb32750687f"
"Le Chêne liège","cb32740815x"
"L'Humanité ","cb42456522m"
"Le Diable rouge ","cb34429809h"
"L'Avenir de l'Est ","cb32708231m"
"L'Industrie ","cb32791109b"
"Affiches et annonces de Toulouse","cb326830184"
"La Voix nationale ","cb32891806d"
"L'Écho des vallées ","cb44289344n"
"Journal télégraphique","cb32802376k"
"Instructions générales du conseiller d'État","cb327929491"
"Beaune informations","cb34393654m"
"Le Constitutionnel ","cb327475869"
"La Propriété industrielle ","cb34469942f"
"Le Démocrate de Vernon ","cb327552804"
"L'Ami de la religion et du Roi ","cb32691240k"
"Revue catholique des institutions et du droit","cb32856559j"
"La Démocratie ","cb42620440j"
"Le Régiment ","cb328502327"
"Mémorial des percepteurs et des receveurs des communes","cb32813900f"
"Journal du commerce","cb32800766w"
"Le Journal pour tous ","cb34473801b"
"L'Echo sportif de l'Oranie ","cb345420917"
"Revue mondaine oranaise ","cb32860822s"
"Estafette de Vaucluse ","cb32769600x"
"Bulletin officiel du Ministère des colonies ","cb344836924"
"Le Courrier de Salies ","cb327507882"
"L'Opinion des Charentes ","cb328292396"
"Pau gazette ","cb32834289r"
"Le Droit d'auteur ","cb34465651m"
"Informations sociales ","cb34349463f"
"Gazette de l'industrie et du commerce","cb32780379m"
"Les Cahiers des droits de l'homme ","cb34400974n"
"Das Narrenschiff ","cb328220943"
"Le Courrier d'Éthiopie ","cb327501365"
"La République de 1848 ","cb32852938q"
"La Rampe ","cb32847829g"
"Boulogne news and Boulogne gazette ","cb327153870"
"Le Publicateur ","cb32845620b"
"L'Indépendant franc comtois ","cb32789854t"
"Messidor ","cb32815335x"
"Le Petit Montluçonnais ","cb328370230"
"La Libre opinion ","cb328070539"
"Patriote algérien","cb32833915w"
"Mercure français ","cb328143559"
"Archives d'électricité médicale","cb34350446w"
"Revue de l'enseignement des langues vivantes","cb34429290j"
"Le Mémorial diplomatique ","cb32813913s"
"Le Sémaphore de l'Ouest ","cb328671901"
"Le Peuple ","cb328387355"
"Droit et liberté ","cb32759023q"
"L'Impartial du Centre Ouest ","cb32788996s"
"Correspondance d'Union républicaine ","cb32748632w"
"Bulletin des réfugiés du département du Nord ","cb32726520q"
"Armee","cb419058179"
"Arcachon journal ","cb327007730"
"Le Réunionnais","cb32853568s"
"Journal général ","cb328013363"
"Les Petites affiches algéroises et départementales","cb32838130s"
"L'Écho de Tananarive ","cb32761169k"
"La France chrétienne ","cb32777486n"
"L'Ouvrier syndiqué ","cb328308465"
"Revista de economía y hacienda","cb328554878"
"Le Paysan de Cochinchine","cb32834553k"
"La Caricature morale","cb344523348"
"La Constitution ","cb327475629"
"La Nouvelle lune ","cb32826156s"
"La Petite gazette aptésienne ","cb32837849w"
"Bulletin mensuel de statistique ","cb34348313c"
"Le Trotteur ","cb32881834f"
"Supplément comique et amusant de L'Impartial de l'Est","cb32874027g"
"La Lumière ","cb32809606x"
"La Bastille ","cb32710208c"
"L'Informateur de Fontainebleau","cb32791480j"
"L'Écho des syndicats agricoles ","cb32761842g"
"Match ","cb32812178x"
"La Brèche","cb327158412"
"L'Écho du Sud ","cb32762562h"
"Journal du commerce de l'île Bourbon ","cb328007615"
"Le Vrai peuple ","cb32892677m"
"L'Adunata dei refrattari","cb32682828d"
"La Vie socialiste ","cb32889382v"
"La Tribune de l'Est ","cb32880964d"
"Le Caviste","cb32738371r"
"L'Écran ","cb344206073"
"Journal des mines ","cb328000737"
"Le Bulletin vinicole","cb32734249b"
"Paris vélo ","cb32833050x"
"Le Courrier populaire de Dunkerque ","cb327516076"
"L'Union pharmaceutique ","cb34378475t"
"Journal de la Montagne","cb327981587"
"Portefeuille économique des machines","cb328414188"
"Le Courrier d'Oran","cb327501663"
"Zentral und Bezirks","cb328949459"
"Le Journal de la beauté  ","cb327978567"
"L'Écho de Vienne et de la région ","cb327612199"
"Haut commissariat de la République française dans les provinces du Rhin","cb32785964f"
"Journal pour tous ","cb32802287z"
"L'Éclaireur du dimanche et ","cb327640738"
"Eskual herria ","cb32834387b"
"Gazette des tribunaux du Maroc","cb32780975w"
"Presse française associée ","cb32842576z"
"Le Journal des théâtres ","cb32800476c"
"L'Extrême Orient ","cb327724853"
"Chronique hebdomadaire du Recueil Sirey","cb34419757w"
"Paris qui chante ","cb328328699"
"Le Publieur oranais","cb32846058m"
"Le Chat noir ","cb34427442r"
"La Sylphide ","cb34444962f"
"L'Omnibus ","cb32828993p"
"Le Journal du dimanche ","cb32800874s"
"Cinémagazine ","cb32742410k"
"Le Journal des étrangers ","cb327996476"
"Nice artistique ","cb32823624t"
"Annales de chimie et de physique","cb343780820"
"Le Creusotin ","cb327521746"
"La Gazette vosgienne","cb327815829"
"Le Colon français républicain","cb32744289s"
"La Fabrication","cb327726202"
"Le Courrier de Paris dans les 83 départemens","cb34398536m"
"Chambre de commerce d'Haïphong ","cb327393412"
"Les Langues modernes ","cb34348818g"
"La Finance pour rire ","cb327754656"
"Athlétic tribune sportive ","cb45407307s"
"Le Démocrate savoyard ","cb32755353h"
"Bulletin périodique de la presse allemande","cb327327017"
"Presse parisienne ","cb328426558"
"Les Tablettes marocaines","cb328755660"
"La Vigne française ","cb32889769r"
"Le Franc tireur du Centre ","cb327772089"
"L'Opinion libre du département de Constantine","cb32829282b"
"La Patrie annamite","cb32833798v"
"Information marocaine","cb32791838v"
"Le Protestant béarnais","cb32845086m"
"La Charte de 1830 ","cb327403324"
"Bulletin des congrégations","cb327259526"
"Premier journal de la Convention nationale","cb32842287s"
"Le Courrier du dimanche","cb327512073"
"La Tribune","cb36135630s"
"Observations sur les ecrits modernes","cb32827925z"
"L'Éducation catholique ","cb327651686"
"Études ","cb34416001m"
"Le Bulletin ardennais ","cb32717102q"
"Centre Express ","cb32738719r"
"Le Fraterniste ","cb32778440k"
"Le Réveil savoyard ","cb32855037m"
"L'Écho de la gendarmerie nationale ","cb32760411v"
"L'Echo du soir","cb32762548z"
"Bulletin des réfugiés du Pas de","cb327265212"
"Strassburger Correspondenz","cb41947755w"
"Réveil algérien","cb328537670"
"Mon dimanche ","cb34445611z"
"La France commerciale ","cb32777522p"
"L'Angevin de Paris ","cb32693116x"
"Le Moniteur du commerce ","cb32819307n"
"France aviation","cb343841590"
"Correspondance d'Orient ","cb32748631j"
"The Boulogne and North of France Times ","cb327153828"
"La Femme de France ","cb44222136j"
"Aventures ","cb34522826k"
"Notre temps ","cb32825412r"
"Le Cablo ","cb32734924x"
"La France mutilée ","cb32778016m"
"Mon journal ","cb32817940n"
"L'Echo de France ","cb44271719d"
"L'Avenir de l'Oranie","cb32708258n"
"Le Libre penseur de France","cb328071031"
"Journal de Beaugency ","cb327971282"
"Le Roman populaire ","cb328626054"
"Le Valentin Haüy ","cb32886746c"
"L'Industriel forain ","cb327912909"
"L'Impartial de l'Est","cb32788930v"
"Journal de Provence ","cb327987535"
"La Gazette du Nord de Madagascar ","cb327811210"
"La Démocratie ","cb34529658b"
"Album de la Creuse ","cb32685058v"
"Le Logographe ","cb32809037j"
"L'Aéronaute ","cb32682910m"
"Pyrénées et océan ","cb32846209z"
"Le Cuir technique ","cb343782429"
"Jean qui rit ","cb32795595t"
"L'Écho de la Guadeloupe ","cb32760420t"
"Pierrot ","cb32839777b"
"Les Nouvelles ","cb32826312q"
"Le Journal du peuple ","cb32801049m"
"L'Abeille de Seine et","cb326806798"
"Foi et vie ","cb327761001"
"Bulletin administratif de l'Annam","cb327167055"
"Le Siècle illustré ","cb32868148g"
"Le Moniteur haïtien ","cb32819449v"
"La Parole libre ","cb32833368t"
"La Construction moderne","cb32747629r"
"Bulletin mensuel ","cb32730505k"
"Union des républicains de Seine et","cb32883821k"
"Journal d'Elbeuf et des départements de la Seine Inférieure et de l'Eure ","cb32796982t"
"Affiches du Poitou","cb32683261t"
"Mont Atlas","cb32819699z"
"La Pratique automobile vulgarisée ","cb328421118"
"Nîmes soir ","cb32823843n"
"Le Progrès de l'Algérie","cb328439331"
"Le Courrier lochois ","cb32751504w"
"Bulletin de la Société centrale d'horticulture de Nancy","cb32723648n"
"L'Ancien combattant ","cb345329309"
"Comptes rendus hebdomadaires des séances de l'Académie des sciences ","cb343481087"
"Bulletin d'informations politiques","cb344401957"
"Le Prolétaire normand ","cb328445962"
"Journal des réfugiés du Nord ","cb328003403"
"La Justice du Var ","cb32802951w"
"Revue britannique","cb32856514k"
"L'Estafette ","cb32769582t"
"Le Patriote ","cb32833869j"
"Le Créole patriote ","cb37130864k"
"L'Ami du peuple ","cb326916442"
"L'Éveil ouvrier ","cb327716304"
"La Tranchée ","cb32879577m"
"Les Hommes du jour ","cb32787229g"
"Bulletin du Syndicat agricole des cantons de Jarnac et de Segonzac ","cb32727955q"
"Le Siècle industriel ","cb328681501"
"Journal du Gard ","cb32800910t"
