"date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien","sdewey","sdewey_nom","sdewey2","sdewey_nom2"
"1948-1970","https://gallica.bnf.fr/ark:/12148/cb345038926/date","Paris","Paris presse",7948,"cb345038926_date",9371,"1944-11-14","1970-07-12","1944-11-14","1970-07-12",TRUE,7,"Presse et édition","",""
"1903-1924","https://gallica.bnf.fr/ark:/12148/cb326821363/date","Paris","L'Action ",7901,"cb326821363_date",7948,"1903-03-29","1924-12-31","1903-03-29","1924-12-31",TRUE,7,"Presse et édition","",""
"1870-1880","https://gallica.bnf.fr/ark:/12148/cb328020909/date","Paris","Journal officiel de la République française ",7733,"cb328020909_date",3770,"1870-09-05","1880-12-31","1870-09-05","1880-12-31",TRUE,35,"Administration publique","",""
"1876-1942","https://gallica.bnf.fr/ark:/12148/cb435153678/date","Paris","Feuilleton ",7517,"cb435153678_date",23444,"1876-03-08","1940-05-16","1876-03-08","1940-05-16",TRUE,32,"Science politique","",""
"1869-1914","https://gallica.bnf.fr/ark:/12148/cb32784500v/date","Saint Quentin","Le Guetteur de Saint Quentin et de l'Aisne",7474,"cb32784500v_date",16478,"1869-05-02","1914-06-14","1869-05-02","1914-06-14",TRUE,7,"Presse et édition","",""
"1881-1940","https://gallica.bnf.fr/ark:/12148/cb328020951/date","Paris","Journal officiel de la République française",7470,"cb328020951_date",24499,"1881-01-11","1948-02-09","1881-01-11","1948-02-09",TRUE,34,"Droit","",""
"1923-1944","https://gallica.bnf.fr/ark:/12148/cb34519208g/date","Paris","Paris soir ",7464,"cb34519208g_date",7623,"1923-10-04","1944-08-17","1923-10-04","1944-08-17",TRUE,NA,NA,"",""
"1876-1940","https://gallica.bnf.fr/ark:/12148/cb41372946v/date","Versailles, Paris, Paris, Paris, Paris","Impressions ",7394,"cb41372946v_date",21320,"1876","1934-05-17","1876-01-01","1934-05-17",TRUE,32,"Science politique","",""
"1916-1953","https://gallica.bnf.fr/ark:/12148/cb32732912f/date","Paris","Bulletin quotidien de presse étrangère",7341,"cb32732912f_date",8766,"1916-11","1940-11-01","1916-11-01","1940-11-01",TRUE,7,"Presse et édition","",""
"1815-1895","https://gallica.bnf.fr/ark:/12148/cb32800617d/date","Paris","Journal des villes et des campagnes",7322,"cb32800617d_date",19111,"1842-11-03","1895-03-01","1842-11-03","1895-03-01",TRUE,7,"Presse et édition","",""
"1919-1940","https://gallica.bnf.fr/ark:/12148/cb327684871/date","Paris","L'Ère nouvelle ",7295,"cb327684871_date",7471,"1919-12-27","1940-06-10","1919-12-27","1940-06-10",TRUE,7,"Presse et édition","",""
"1833-1860","https://gallica.bnf.fr/ark:/12148/cb32885433z/date","Paris","L'Univers ",7275,"cb32885433z_date",9583,"1833-11-03","1860-01-29","1833-11-03","1860-01-29",TRUE,7,"Presse et édition","",""
"1874-1955","https://gallica.bnf.fr/ark:/12148/cb32701198x/date","Paris","Archives commerciales de la France ",7236,"cb32701198x_date",27952,"1874-06-18","1950-12-29","1874-06-18","1950-12-29",TRUE,38,"Commerce communications transports","",""
"1885-1939","https://gallica.bnf.fr/ark:/12148/cb34396439w/date","Strasbourg","Der Elsässer",7201,"cb34396439w_date",14736,"1900-01-02","1940-05-08","1900-01-02","1940-05-08",TRUE,0,"Savoir livre informatique","",""
"1856-1941","https://gallica.bnf.fr/ark:/12148/cb32750594f/date","La Rochelle","Le Courrier de la Rochelle ",7084,"cb32750594f_date",23740,"1856-12-31","1921-12-31","1856-12-31","1921-12-31",TRUE,7,"Presse et édition","",""
"1916-1970","https://gallica.bnf.fr/ark:/12148/cb34393339w/date","Limoges, Paris","Le Populaire ",7077,"cb34393339w_date",9725,"1918-04-11","1944-11-25","1918-04-11","1944-11-25",TRUE,32,"Science politique","",""
"1884-1927","https://gallica.bnf.fr/ark:/12148/cb328222296/date","Paris","La Nation ",7068,"cb328222296_date",15820,"1884-01-01","1927-04-26","1884-01-01","1927-04-26",TRUE,7,"Presse et édition","",""
"1878","https://gallica.bnf.fr/ark:/12148/cb32852306f/date","Constantine","Le Républicain de Constantine",6937,"cb32852306f_date",8988,"1880-11-17","1905-06-28","1880-11-17","1905-06-28",TRUE,0,"Savoir livre informatique","",""
"1868-1898","https://gallica.bnf.fr/ark:/12148/cb32777221h/date","Paris","Le Français ",6899,"cb32777221h_date",10818,"1868-08-02","1898-03-16","1868-08-02","1898-03-16",TRUE,7,"Presse et édition","",""
"1850-1870","https://gallica.bnf.fr/ark:/12148/cb32725313n/date","Paris","Bulletin de Paris ",6601,"cb32725313n_date",7541,"1850-01-25","1870-09-18","1850-01-25","1870-09-18",TRUE,7,"Presse et édition","",""
"1923-1940","https://gallica.bnf.fr/ark:/12148/cb409901036/date","Bayonne, Bayonne, Biarritz, Biarritz","Gazette de Bayonne",6586,"cb409901036_date",7855,"1923-02-18","1944-08-21","1923-02-18","1944-08-21",TRUE,7,"Presse et édition","",""
"1877-1922","https://gallica.bnf.fr/ark:/12148/cb32853639g/date","Paris","Le Réveil  ",6514,"cb32853639g_date",16218,"1877-10-04","1922-03-01","1877-10-04","1922-03-01",TRUE,7,"Presse et édition","",""
"1879-1914","https://gallica.bnf.fr/ark:/12148/cb32868214f/date","Paris","Le Signal ",6494,"cb32868214f_date",12894,"1879-04-06","1914-07-26","1879-04-06","1914-07-26",TRUE,32,"Science politique","",""
"1883-1914","https://gallica.bnf.fr/ark:/12148/cb32769892z/date","Paris","L'Etendard ",6447,"cb32769892z_date",11281,"1883-09-08","1914-07-29","1883-09-08","1914-07-29",TRUE,7,"Presse et édition","",""
"1871-19..","https://gallica.bnf.fr/ark:/12148/cb32747166k/date","Paris","Rapport ",6382,"cb32747166k_date",24470,"1871","1937","1871-01-01","1937-12-31",TRUE,35,"Administration publique","",""
"1919-1936","https://gallica.bnf.fr/ark:/12148/cb34455195n/date","Paris","L'Avenir ",6368,"cb34455195n_date",6352,"1919-01-01","1936-05-23","1919-01-01","1936-05-23",TRUE,7,"Presse et édition","",""
"1889-1914","https://gallica.bnf.fr/ark:/12148/cb32871390b/date","Paris","La Souveraineté nationale ",6292,"cb32871390b_date",9058,"1889-09-01","1914-06-21","1889-09-01","1914-06-21",TRUE,7,"Presse et édition","",""
"1923-1934","https://gallica.bnf.fr/ark:/12148/cb327410645/date","Paris","The Chicago tribune and the Daily news",6250,"cb327410645_date",6358,"1917-07-04","1934-11-30","1917-07-04","1934-11-30",TRUE,7,"Presse et édition","",""
"1795-1837","https://gallica.bnf.fr/ark:/12148/cb328007390/date","Paris","Journal du commerce ",6141,"cb328007390_date",6350,"1819-12-20","1837-05-09","1819-12-20","1837-05-09",TRUE,7,"Presse et édition","",""
"1897-1914","https://gallica.bnf.fr/ark:/12148/cb32706846t/date","Paris","L'Aurore ",6073,"cb32706846t_date",6853,"1897-10-01","1916-07-07","1897-10-01","1916-07-07",TRUE,7,"Presse et édition","",""
"1919-1938","https://gallica.bnf.fr/ark:/12148/cb32772343w/date","Mulhouse","L'Express de Mulhouse ",6065,"cb32772343w_date",7303,"1919-01-02","1938-12-31","1919-01-02","1938-12-31",TRUE,7,"Presse et édition","",""
"1897-1940","https://gallica.bnf.fr/ark:/12148/cb32762028z/date","Blois, Blois, Blois","L'Écho du Centre ",6064,"cb32762028z_date",15847,"1897-01-23","1940-06-14","1897-01-23","1940-06-14",TRUE,7,"Presse et édition","",""
"1884-1905","https://gallica.bnf.fr/ark:/12148/cb32772372g/date","Boulogne sur Mer","L'Express du Nord et du Pas de",6010,"cb32772372g_date",6967,"1886-06","1905-06-29","1886-06-01","1905-06-29",TRUE,NA,NA,"",""
"1825-1955","https://gallica.bnf.fr/ark:/12148/cb34447990d/date","Paris","Gazette des tribunaux ",5952,"cb34447990d_date",38163,"1851-06-30","1955-12-25","1851-06-30","1955-12-25",TRUE,34,"Droit","",""
"1845-1956","https://gallica.bnf.fr/ark:/12148/cb32762934c/date","Nogent sur Seine","L'Écho nogentais ",5914,"cb32762934c_date",39755,"1847-08-26","1956-06-30","1847-08-26","1956-06-30",TRUE,7,"Presse et édition","",""
"1933","https://gallica.bnf.fr/ark:/12148/cb327622333/date","Rabat","L'Echo du Maroc",5839,"cb327622333_date",7283,"1931-01-22","1950-12-31","1931-01-22","1950-12-31",TRUE,0,"Savoir livre informatique","",""
"1882-1899","https://gallica.bnf.fr/ark:/12148/cb32847139v/date","Alger","Le Radical algérien ",5805,"cb32847139v_date",6235,"1882-03-01","1899-03-27","1882-03-01","1899-03-27",TRUE,0,"Savoir livre informatique","",""
"1892-1971","https://gallica.bnf.fr/ark:/12148/cb34516349m/date","Paris","L'Economiste européen ",5799,"cb34516349m_date",23527,"1892-01-17","1956-06-17","1892-01-17","1956-06-17",TRUE,33,"Économie","",""
"185.-1896","https://gallica.bnf.fr/ark:/12148/cb328186135/date","Alger","Moniteur de l'Algérie ",5774,"cb328186135_date",12661,"1862-02-01","1896-10-01","1862-02-01","1896-10-01",TRUE,NA,NA,"",""
"1887-1930","https://gallica.bnf.fr/ark:/12148/cb32830508s/date","Bougie","L'Oued Sahel ",5772,"cb32830508s_date",15964,"1887-04-10","1930-12-25","1887-04-10","1930-12-25",TRUE,7,"Presse et édition","",""
"1878-1944","https://gallica.bnf.fr/ark:/12148/cb327802691/date","Château Gontier","La Gazette de Château Gontier ",5743,"cb327802691_date",24304,"1878-01-20","1944-08-06","1878-01-20","1944-08-06",TRUE,7,"Presse et édition","",""
"1908-1971","https://gallica.bnf.fr/ark:/12148/cb344718653/date","Casablanca","La Vigie marocaine",5737,"cb344718653_date",13122,"1915-01-27","1950-12-31","1915-01-27","1950-12-31",TRUE,7,"Presse et édition","",""
"1876-1940","https://gallica.bnf.fr/ark:/12148/cb436819903/date","Versailles","Feuilletons ",5730,"cb436819903_date",23498,"1876-03-08","1940-07-09","1876-03-08","1940-07-09",TRUE,35,"Administration publique","",""
"1893-1911","https://gallica.bnf.fr/ark:/12148/cb32838865c/date","Paris","Le Peuple français ",5600,"cb32838865c_date",6437,"1893-12-18","1911-08-04","1893-12-18","1911-08-04",TRUE,27,"Histoire du christianisme","",""
"1888-193?","https://gallica.bnf.fr/ark:/12148/cb327437668/date","Paris","La Cocarde ",5539,"cb327437668_date",18246,"1888-01-17","1938-01-01","1888-01-17","1938-01-01",TRUE,7,"Presse et édition","",""
"1829-1847","https://gallica.bnf.fr/ark:/12148/cb32762694d/date","Paris","L'Écho français ",5432,"cb32762694d_date",6601,"1829-01-10","1847-02-06","1829-01-10","1847-02-06",TRUE,7,"Presse et édition","",""
"1934","https://gallica.bnf.fr/ark:/12148/cb32751276x/date","Fès","Le Courrier du Maroc",5425,"cb32751276x_date",6130,"1934-01-18","1950-10-31","1934-01-18","1950-10-31",TRUE,0,"Savoir livre informatique","",""
"1877-1896","https://gallica.bnf.fr/ark:/12148/cb328359935/date","Alger","Le Petit colon algérien",5411,"cb328359935_date",5698,"1881-03-01","1896-10-06","1881-03-01","1896-10-06",TRUE,7,"Presse et édition","",""
"1886-1901","https://gallica.bnf.fr/ark:/12148/cb328373543/date","Troyes","Le Petit républicain de l'Aube ",5317,"cb328373543_date",5342,"1886-07-14","1901-02-28","1886-07-14","1901-02-28",TRUE,7,"Presse et édition","",""
"1904-1944","https://gallica.bnf.fr/ark:/12148/cb327618267/date","Paris","L'Écho des sports ",5283,"cb327618267_date",14135,"1905-09-23","1944-06-05","1905-09-23","1944-06-05",TRUE,79,"Loisirs sports arts du spectacle","",""
"1864-2012","https://gallica.bnf.fr/ark:/12148/cb34400560v/date","Bordeaux, Bordeaux","L'Aquitaine ",5255,"cb34400560v_date",31554,"1864-08-07","1950-12-29","1864-08-07","1950-12-29",TRUE,0,"Savoir livre informatique","",""
"1892-1926","https://gallica.bnf.fr/ark:/12148/cb450221219/date","Alger","Journal général de l'Algérie et de la Tunisie ",5239,"cb450221219_date",12098,"1892-11-15","1925-12-31","1892-11-15","1925-12-31",TRUE,65,"Gestion","",""
"1878-1932","https://gallica.bnf.fr/ark:/12148/cb345228048/date","Laval","L'Avenir de la Mayenne ",5234,"cb345228048_date",19660,"1878-11-06","1932-09-04","1878-11-06","1932-09-04",TRUE,7,"Presse et édition","",""
"1890-1915","https://gallica.bnf.fr/ark:/12148/cb32789788v/date","Bourges","L'Indépendant du Cher ",5210,"cb32789788v_date",9441,"1890-02-01","1915-12-09","1890-02-01","1915-12-09",TRUE,7,"Presse et édition","",""
"1937-1958","https://gallica.bnf.fr/ark:/12148/cb32715503p/date","Dijon","La Bourgogne républicaine  ",5180,"cb32715503p_date",8034,"1937-01-01","1958-12-31","1937-01-01","1958-12-31",TRUE,7,"Presse et édition","",""
"1920-1940","https://gallica.bnf.fr/ark:/12148/cb32761155w/date","Sélestat","Echo de Sélestat",5168,"cb32761155w_date",7405,"1920-01-29","1940-05-08","1920-01-29","1940-05-08",TRUE,7,"Presse et édition","",""
"1833-1940","https://gallica.bnf.fr/ark:/12148/cb344939836/date","Paris","Le Ménestrel ",5113,"cb344939836_date",38876,"1833-12-01","1940-05-10","1833-12-01","1940-05-10",FALSE,7,"Presse et édition","",""
"1880-1940","https://gallica.bnf.fr/ark:/12148/cb34363182v/date","Paris","Journal officiel de la République française",5063,"cb34363182v_date",21729,"1881-01-11","1940-07-10","1881-01-11","1940-07-10",TRUE,34,"Droit","",""
"1855-1944","https://gallica.bnf.fr/ark:/12148/cb327971329/date","Beaune","Journal de Beaune ",5050,"cb327971329_date",16433,"1894-01-02","1938-12-31","1894-01-02","1938-12-31",TRUE,0,"Savoir livre informatique","",""
"1864-1962","https://gallica.bnf.fr/ark:/12148/cb32876600k/date","Blidah","Le Tell ",5033,"cb32876600k_date",21546,"1892-01-02","1950-12-30","1892-01-02","1950-12-30",TRUE,7,"Presse et édition","",""
"1873-1887","https://gallica.bnf.fr/ark:/12148/cb32815741z/date","Nîmes","Le Midi ",5024,"cb32815741z_date",5142,"1873-06-16","1887-07-15","1873-06-16","1887-07-15",TRUE,7,"Presse et édition","",""
"1841-1916","https://gallica.bnf.fr/ark:/12148/cb328360661/date","Bar sur Seine, Bar sur Seine","Le Petit courrier de Bar sur",5010,"cb328360661_date",25640,"1845-12-20","1916-03-03","1845-12-20","1916-03-03",TRUE,7,"Presse et édition","",""
"1878-1968","https://gallica.bnf.fr/ark:/12148/cb34411139c/date","Paris","Le Yacht ",4987,"cb34411139c_date",26222,"1878-03-16","1949-12-31","1878-03-16","1949-12-31",TRUE,7,"Presse et édition","",""
"1831-1857","https://gallica.bnf.fr/ark:/12148/cb32781090j/date","Toulouse","Gazette du Languedoc",4950,"cb32781090j_date",7883,"1831-06-01","1852-12-30","1831-06-01","1852-12-30",TRUE,7,"Presse et édition","",""
"1888-1932","https://gallica.bnf.fr/ark:/12148/cb32845548f/date","Paris","Le Public ",4914,"cb32845548f_date",15885,"1888-12-02","1932-05","1888-12-02","1932-05-31",TRUE,7,"Presse et édition","",""
"1899-1944","https://gallica.bnf.fr/ark:/12148/cb32755942h/date","Chartres","La Dépêche d'Eure et",4895,"cb32755942h_date",6137,"1903-04-01","1920-01-19","1903-04-01","1920-01-19",TRUE,7,"Presse et édition","",""
"1864-1944","https://gallica.bnf.fr/ark:/12148/cb32798781d/date","Roanne","Journal de Roanne ",4856,"cb32798781d_date",29321,"1864-05-08","1944-08-18","1864-05-08","1944-08-18",TRUE,5,"Périodiques","",""
"1900-1947","https://gallica.bnf.fr/ark:/12148/cb32802075d/date","Cayenne","Journal officiel de la Guyane française",4804,"cb32802075d_date",17402,"1900-01-06","1947-08-30","1900-01-06","1947-08-30",TRUE,35,"Administration publique","",""
"1830-1857","https://gallica.bnf.fr/ark:/12148/cb344022041/date","Dijon","Le Spectateur ",4795,"cb344022041_date",10075,"1830-04-15","1857-11-14","1830-04-15","1857-11-14",TRUE,7,"Presse et édition","",""
"1868-1919","https://gallica.bnf.fr/ark:/12148/cb32884267g/date","Tours","L'Union libérale ",4778,"cb32884267g_date",5692,"1868-05-30","1883-12-30","1868-05-30","1883-12-30",TRUE,7,"Presse et édition","",""
"1893-1907","https://gallica.bnf.fr/ark:/12148/cb32887582x/date","Paris","La Vérité ",4770,"cb32887582x_date",4994,"1893-05-16","1907-01-18","1893-05-16","1907-01-18",TRUE,7,"Presse et édition","",""
"1943-201.","https://gallica.bnf.fr/ark:/12148/cb34371852k/date","Paris","L'Aurore ",4704,"cb34371852k_date",3469,"1943-10","1953-03-31","1943-10-01","1953-03-31",TRUE,7,"Presse et édition","",""
"1898-1944","https://gallica.bnf.fr/ark:/12148/cb32820185x/date","Autun","Le Morvan républicain",4698,"cb32820185x_date",17023,"1898-01-01","1944-08-11","1898-01-01","1944-08-11",TRUE,NA,NA,"",""
"1881-1894","https://gallica.bnf.fr/ark:/12148/cb34400507d/date","Bourges","La Démocratie du Cher ",4694,"cb34400507d_date",4764,"1881-10-30","1894-11-15","1881-10-30","1894-11-15",TRUE,7,"Presse et édition","",""
"1892-1904","https://gallica.bnf.fr/ark:/12148/cb32887169m/date","Paris","Le Vélo ",4673,"cb32887169m_date",4371,"1892-12-01","1904-11-20","1892-12-01","1904-11-20",TRUE,79,"Loisirs sports arts du spectacle","",""
"1939-2002","https://gallica.bnf.fr/ark:/12148/cb327814883/date","Avignon","La Gazette provençale ",4613,"cb327814883_date",7099,"1940-07-24","1959-12-31","1940-07-24","1959-12-31",TRUE,7,"Presse et édition","",""
"1885-1946","https://gallica.bnf.fr/ark:/12148/cb32755912k/date","Alger","La Dépêche algérienne ",4600,"cb32755912k_date",4769,"1933-10-01","1946-10-22","1933-10-01","1946-10-22",TRUE,0,"Savoir livre informatique","",""
"1932-1951","https://gallica.bnf.fr/ark:/12148/cb327065925/date","Paris","L'Aube ",4587,"cb327065925_date",7213,"1932-01-20","1951-10-20","1932-01-20","1951-10-20",TRUE,7,"Presse et édition","",""
"1909-1939","https://gallica.bnf.fr/ark:/12148/cb32873085d/date","Strassburg","Strassburger neue Zeitung  ",4573,"cb32873085d_date",NA,"1909-03-17",NA,"1909-03-17",NA,FALSE,7,"Presse et édition","",""
"1873","https://gallica.bnf.fr/ark:/12148/cb328896595/date","Alger","La Vigie algérienne",4560,"cb328896595_date",5105,"1890-01-01","1903-12-25","1890-01-01","1903-12-25",TRUE,0,"Savoir livre informatique","",""
"1858-1864","https://gallica.bnf.fr/ark:/12148/cb327985826/date","Montélimar","Journal de Montélimar et de l'arrondissement",4555,"cb327985826_date",31390,"1858-08-19","1944-07-29","1858-08-19","1944-07-29",TRUE,7,"Presse et édition","",""
"1880-1954","https://gallica.bnf.fr/ark:/12148/cb327499590/date","Paris","Le Courrier",4544,"cb327499590_date",7666,"1909-01-04","1929-12-31","1909-01-04","1929-12-31",TRUE,0,"Savoir livre informatique","",""
"1878-1892","https://gallica.bnf.fr/ark:/12148/cb32837080t/date","Lille","Le Petit Nord ",4519,"cb32837080t_date",5039,"1878-11-13","1892-08-30","1878-11-13","1892-08-30",TRUE,0,"Savoir livre informatique","",""
"1908-1958","https://gallica.bnf.fr/ark:/12148/cb328387773/date","Saint Denis","Le Peuple ",4477,"cb328387773_date",11040,"1910-01-04","1940-03-27","1910-01-04","1940-03-27",TRUE,0,"Savoir livre informatique","",""
"1908-1940","https://gallica.bnf.fr/ark:/12148/cb32886381s/date","Haguenau","Unterländer Kurier ",4474,"cb32886381s_date",11531,"1908-10-12","1940-05-08","1908-10-12","1940-05-08",TRUE,0,"Savoir livre informatique","",""
"1892-19??","https://gallica.bnf.fr/ark:/12148/cb32840893w/date","Paris","La Politique coloniale ",4466,"cb32840893w_date",9946,"1892-01-09","1919-04-04","1892-01-09","1919-04-04",TRUE,32,"Science politique","",""
"1927-1944","https://gallica.bnf.fr/ark:/12148/cb32791513p/date","Fontainebleau","L'Informateur de Seine ",4455,"cb32791513p_date",6426,"1927-01-07","1944-08-11","1927-01-07","1944-08-11",TRUE,0,"Savoir livre informatique","",""
"1829-1842","https://gallica.bnf.fr/ark:/12148/cb32876687g/date","Paris","Le Temps ",4403,"cb32876687g_date",4643,"1829-09-30","1842-06-17","1829-09-30","1842-06-17",TRUE,7,"Presse et édition","",""
"1914-1971","https://gallica.bnf.fr/ark:/12148/cb344696449/date","Casablanca","Le Petit Marocain",4384,"cb344696449_date",4747,"1934-01-01","1946-12-31","1934-01-01","1946-12-31",TRUE,0,"Savoir livre informatique","",""
